label;text
0;Muffiny ze sekané
1;Ovocné řízečky
1;Rizoto s houbami a sýrem
0;Maďarský rybí guláš
1;Pečená rajčata
0;Kandovaná slanina
0;Babiččina sekaná
1;Jarní panzanella s chřestem
1;Zapečený lilek
0;Šneci z vepřové panenky
1;Lesklá karotka Vichy
1;Zelí 
1;Rizoto s gorgonzolou a vlašskými ořechy
1;Pečená letní zelenina s cizrnou
1;Jahelno-pohankový nákyp s houbami
0;Králík s ořechovou omáčkou
0;Zbojnická pečínka
1;Koprovka s pošírovaným vejcem
0;Karbanátky Lindström
0;Masové bochánky
0;Kapr načerno
0;Srnčí masové koule s houbovým ragú
1;Pchali z čerstvého špenátu
0;Vepřová plec na pivu se salsou z ožehnutých rajčat
1;Okurkový salát s kefírovou zálivkou a falafelem
1;Absolutně dokonalý veganský burger
1;Rajčata s kuskusem s rajskou omáčkou
0;Pomalu pečený ocásek na černém pivu
0;Vepřové plátky à la saltimbocca
1;Ostrá jižanská rýže z mikrovlnky
0;Guláš bez míchání
1;Jednoduché brambory na plechu
0;Kořeněné vepřové špejle
1;Domácí krémový sýr na pečivo
1;Tradiční anglická snídaně
0;Kořeněné jehněčí po marocku
1;Brambory zapečené s fenyklem
1;Lilkový baba ganuš
1;Nemasové kuličky s houbovou omáčkou
0;Rychlé jehněčí ragú
1;Špecle se sýrem a trojí cibulkou
1;Tradiční ratatouille
0;Vepřové kotlety na lilku
0;Pravý vídeňský řízek
1;Brambory na loupačku
1;Bílý chřest se sauce gribiche
0;Kološvárské zelí
1;Divoká rýže s cibulkami a oříšky
1;Základní kukuřičná smaženka
1;Opečená rýže se zázvorem
0;Pečený vepřový bůček
1;Plněné žampiony mojí sestry
0;Uzené kotlety zapečené se zelím
0;Nakládané ředkvičky narychlo
1;Zeleninové Ragú
1;Sýrové prkénko
0;Dokonalá svíčková pečeně
1;Pikantní ovocné salsy
1;Špenátové noky s houbami
0;Masové koule se špagetami a rajčatovo-paprikovou omáčkou
1;Tofu se zeleninou
0;Králík na paprice
0;Domácí lahodný burger
0;Karlovarská telecí roláda
0;Steak na barevném pepři
0;Korejské japchae
1;Sýrový salát s javorovým jogurtem
0;Telecí roláda s jarními bylinkami
1;Kuře s pastinákem
1;Dýňové rizoto
1;Těstoviny s artyčoky a citronem
1;Květák se sýrem
1;Vegetariánské knedlíčky
0;Smažené jehněčí kotlety
0;Biftek Chateaubriand
1;Polévka z bílého chřestu
1;Zelenina s bramborovo-jahelnými nočky
1;Omeleta s tuňákem a kukuřicí
1;Bramborová jelítka Goja
1;Trhanec s meruňkami
0;Lahůdková sekaná se sýrovými šťouchanými bramborami
1;Kedlubnové skleničky
1;bramborovy salat s chobotnici
1;Rizoto pod grilem
0;Dušené hovězí s fazolemi a paprikami
0;Bůček pěti vůní s křupavou kůží
1;Bramborový salát s jarní cibulkou
1;Lilkový kaviár - Caviar d´aubergine
0;Noční vepřové s fazolemi
1;Italské rizoro
0;Vepřové po gudžarátsku
1;Rozpečený camembert 4x jinak
0;Párky v košíčku
1;Vejce zapečená v rajských jablíčkách
1;Těstoviny s domácím bylinkovým pestem
1;Vejce do skla
1;Omeleta s hráškem a šunkou
1;cuketovo-dýňový guláš
0;Voňavé kotlety
1;Brambory salsa verde
0;Pošírovaná hovězí svíčková s ořechy a řeřichou
0;Karbanátky dědy Bohouše
0;Rychlé hovězí s brokolicí z jedné pánve
0;Dvakrát pečený bůček s jablečnou omáčkou
0;Foie gras s karamelizovanými jablky a cibulkami
1;Nasi goreng se saté z tofu
0;Řecké masové kuličky s dipem z fety a ořechů
0;Mleté maso na arabský způsob
1;Brokolice s voňavou strouhankou
1;Bylinková bramborová kaše
0;Ražniči s remuládou
1;Lepenice
0;Kotlíkový guláš s klobásou
1;Cibulové kroužky ve slanině
0;Hovězí líčka na pivě
1;Pečená karotka s kozím sýrem
0;Rostbíf na česneku
0;Špenátová žemlovka s uzeným masem
0;Karamelové vepřové s cibulkami a se salátem
0;Zabijačkový guláš dušený v troubě
0;Opékané mleté maso s chilli
1;Grilovaný mléčný česnek
1;Houby ve vlastní štávě
0;Vepřové plátky s brusinkami
0;Dušené hovězí po čínsku
1;Gado gado
1;Pečené brambory se sýrem taleggio a tymiánem
0;Chalupářský burger
1;Luštěninový hummus s kozím sýrem
1;Květákové buffalo tacos
1;Welsh rarebit
1;Pomerančová rýže
1;Plněné pečené brambory s chilli a sýrem brie
0;Snová kaše s uzeným a kyselými okurkami
1;Bazalková frittata
0;Bleskurychlý rostbíf
1;Celerová kaše s kapary a pancettou
0;Kroupy se špenátem a mletým vepřovým masem
1;Šlehaný hermelín se salátem a ořechy
0;Hovězí hrudí s křenovou krustičkou a mrkvičkami
1;Plněné vejce se sardelkami
1;Tofu ramen se špenátem
1;Carpaccio z červené řepy podle Zdeňka Pohlreicha
1;Kroupový pilaf s brusinkami
0;Jehněčí plec s cizrnou
0;Jelení hřbet s dýňovým zelím
0;Italské závitky zvané involtini
1;Špíz chorizo & sýr
0;Roláda z jehněčího krku a bramborovým salátem
0;Svíčková s pečenými knedlíky
1;Bramborový salát podle šéfkuchaře Richarda Fuchse
0;Jehněčí plec s červenou harissou
0;Steak s chřestem a holandskou omáčkou
0;Trojctihodná roláda
1;Omeleta s kimči
0;Rumpsteak a omáčka Ambiente
0;Grilované jehněčí s pečeným fenyklem a relišem z hroznového vína
1;Parmazánový twister
0;Koprová omáčka s hovězím masem a zastřeným vejcem
0;Gulášová polévka
1;Smažený sýr s tatarskou omáčkou
1;Penne ricce se špenátem
0;Brandy paštika s pepřem
1;Zapečené žampiony s kozím sýrem
0;Mexické pomalu pečené vepřové maso se zelenou salsou
0;Chilli con Carne i pro děti
1;Zapečné brambory
0;Uzený jazyk s křenovým dipem a jablečnými povidly
1;Portobello burger
0;Vařený jazyk s mandlovou omáčkou a rýží
1;Celerové řízky se salsou verde
1;Brambory zapečené s cibulí a klobáskami
1;Smažená rýže s vejci
1;Bramborové krokety plněné povidly
0;Vepřové řízky v oříškovém kabátě
1;Studená okurková polévka s jogurtem a koprem
0;Křehká vepřová pečeně v mléce
1;Cuketová mouka
1;Sýrové fondue s hruškovicí
0;Skopové karbanátky
1;Kopřivová nádivka se špenátem a bazalkou
1;Rychlý guláš s knedlíky z polenty
0;Steak à la Stroganoff s pečenými batáty
0;Hovězí steak s bylinkovým máslem
1;Kořeněná pečená jablka
1;Cuketové placičky
1;Rýžový nákyp s hruškami
0;Zaklechtaná slepice
0;Rýžové kostky s hovězím miso
0;Masové špízy marinované v kokosovém jogurtu
1;Krémový pórek s citronovou strouhankou
0;Srnčí paštika v hrníčku
0;Stir-fry s játry a pórkem
0;Vepřová pečeně s rajčaty
0;Cornish pasty
1;Frittata se špenátem
0;Masové tyčinky s tvarůžky
0;Hovězí hrudí na cibuli s fazolkami 
0;Řízek se zelným salátem
0;Obrácené řízky
0;Masové taštičky s cibulkami
1;Camembert s omáčkou z černého rybízu
0;Jehněčí na víně
1;Smažené mrkvové lupínky s římským kmínem
0;Vepřový steak s jablky
1;Řepa zapečená s fetou
0;Jelení ragú s ostružinami
1;Sendvič žampiony & feta
1;Těstoviny s tomatovou omáčkou
1;Kapustové karbanátky s jablečnou kaší
0;Telecí maso na lžíci s kari omáčkou a zeleninou
0;Vývar z hovězí oháňky s kuřecími nočky
0;Hovězí na pivě s bylinkovými knedlíčky
0;Jehněčí kýta pečená s jarními cibulkami
0;Vepřové dělové koule
1;Crostini s dipem z fety
0;Hovězí & brokolice ve woku
1;Zelená infuze
0;Ragú z hovězí kližky s ricottou
1;Máslový pórek a glazovaná karotka
0;Kančí paštika
0;Králík v balíčku s tymiánem
0;Vepřová panenka plněná špenátem a mozzarellou
1;Kedlubnové řízky s bylinkovou polentou a mrkvičkami
1;Blanšírování: Chřest se spáleným máslem
1;Cibule se sýrem
0;Kapsičky s mletým masem
1;Zapečený květák s bramborami
0;Medovo-hořčičný steak
0;Bůček pečený na šalvěji
1;Polentové škubánky se čtyřmi druhy sýra
1;Fruit cobbler (ovocný nákyp)
1;Plněné pečené brambory s avokádem a ricottou
0;Steaky s chimichurri & karamelizované papriky
0;Pečený uzený vepřový bok s přesbidlem
1;Zapékaná řepa dvou barev s tuřínem a ředkví
0;Chilli karbanátky se zázvorem
0;Zajíc na šípkové omáčce podle restaurace U Lípy
1;Nasi goreng
0;Grilované uzené s květákem
0;Vepřová roláda
1;Pečená jablka na cideru
1;Houbové ragú podle Kitchen story
1;Brambory dauphinois (francouzské zapékané brambory)
1;Rychlé nasi goreng
0;Klobása s pálenkou cachaça
0;Burgery z krůtího masa a cukety s jarní cibulkou a římským kmínem
0;Hovězí steak s hořčičnou omáčkou
1;Květákový krém
0;Vepřové závitky s jablky a křenem
0;Myslivecká pečeně
1;Pečený tuřín s parmazánem
1;Rýžový kuba
1;Gratinovaný fenykl
1;Cuketová nádivka dědy Jirky
1;Vejce à la Florentine
0;Svíčková ve slaném těstě
1;Bleskové rajské rizoto
1;Bocconcini s petrželkou a chilli
0;Pomalu pečený králík s česnekem
1;Bramborové lístečky s fenyklovým zelím a dipem
1;Plněné vejce se šalotkou a jablky
0;Asijský Sloppy Joe
1;Gentlemanovo potěšení s míchanými vejci
0;Krkovice podle Magdaleny Dobromily Rettigové
1;Kapsy s hráškovými šiškami
1;Lilky s parmazánem
1;Bramborová bageta
1;Bramborové knedlíky - základní recept
0;Hot dog s karamelizovanou cibulkou
1;Omeleta v řeckém stylu
1;Lívanečky s čerstvým sýrem a brokolicí
1;Houbovo-celerové bramboráky se slaninou
0;Sendvič se steakem a karamelizovanou cibulkou
1;Zapečené lilky po italsku
1;Květáková smažená rýže
0;Vepřový stroganoff
0;Pljeskavica
0;Dušená hovězí líčka na víně s bramborovou kaší
0;Zapečené lilky plněné jehněčím
1;Lečo de luxe
0;Grilovaná panenka v pitě s jogurtovým dipem
1;Pravé nasi goreng
1;Cuketové rolky
1;Nakládaný květák s topinkami a gorgonzolou
1;Fajitas ze seitanu
1;Indické palačinky dosa s kořeněnými bramborami
0;Zapečené chorizo s bramborami
0;Vepřové medailonky s koprovým pestem a minignocchi
0;Dokonalý domácí hamburger
1;Sójové maso se sherry
1;Ovocný salát s ananasem
0;SILNÝ HOVĚZÍ VÝVAR Z HRUDÍ
1;Bleskový houbový guláš
0;Vepřové s lilkem
1;Sněhová pěna s ovocem
0;Domácí játrová paštika s brusinkami a brandy
0;Králičí korma s rýží a heřmánkovými rozinkami
1;Smažené tvarůžky
1;Paneer - farmářský sýr
0;Španělský ptáček podle Marka Všetečky
1;Lilky s vůní ryb
0;Bifteky jednohubky
1;Houby zapečené s pohankou
1;Rajčata ve vodce
0;Dušené hovězí s ledvinkami
1;Domácí čerstvý  sýr bez syřidla
1;Domácí smetanový sýr à la ricotta
0;Hovězí Stroganof
0;Pečené jehněčí kolínko s česnekem a jalovcem
0;Španělské ptáčky babičky Marušky
0;Hovězí nudličky v pikantní horčičné marinádě
1;Sezamové nudle s tofu
1;Placičky s tofu a sójovým granulátem
1;Krabička s hummusem a falafelem
0;Boloňská omáčka
1;Křupavé jednohubky s fetou
0;Česnekové řízky z krkovice v trojobalu
1;Sendvič se šunkou a vejcem
1;Brambory s brynzou
1;Zapékaná smetanová dýně s bramborami a kapustou
1;Dýňové vlnky s červenou cibulí na polentě
0;Rostbíf z květové špičky
1;Liptovský tatarák
0;Jehněčí kotletky s brokolicí
1;Rýžový pudink Malta
1;Marinovaný kozí sýr
0;Králík v hrníčku
1;Toč
0;Plněné cukety
1;Cibule po sicilsku
0;Jehněčí polévka s kuskusem
1;Francouzský toust s vejcem a sýrem
1;Penne rigate s kozím sýrem
1;Bramborovošpaldové knedlíky
0;Vinná klobása na černém pivě
0;Slezský bigos
0;Vepřový řízek s rebarborovým zelím
1;Sendviče z plochého chleba s dýní
1;Bramborový knedlík
0;Pečená husa se zelím
0;Bůček na koriandru se zeleninou
0;Cordon bleu z vepřového
1;Zapékané čekanky v tmavé šunce
1;Rajčátka plněná kuskusem
1;Tabouleh s pečeným květákem
0;Zvěřina na pivu s opilými švestkami
1;Bramboráky po indicku
0;Masové balíčky
0;Krkovice s paprikami
1;Základní bramborová kaše
0;Sušené maso jerky
0;Hovězí salát s křenem
1;Ovesná kaše s hráškem a fazolkami
1;Nakládaná rajčata
0;Masové kuličky se sýrem a bílým pepřem pečené na batátech
0;Míchané karbanátky s kapustou a zázvorem
0;Nadívané telecí hrudí s bramborovou kaší
0;Pikantní hovězí guláš s chilli
1;Provensálská zelenina s vejci
1;Celozrnné rizoto se zázvorem
1;Srílanské řepné kari
0;Špízy se slaninou
1;Papriky s chorizem
1;Medailonky z uzeného tempehu v olivové krustě
1;Zapečené placky
1;Vařený květák se sýrem
1;Masala vada
0;Telecí demi-glace
0;Bánh mì thit
1;Houbové rizoto s marinovanou řepou
1;Nadýchaná letní omeleta
0;Vaškův guláš z trouby
1;Millefeuille z chřestu
1;Zeleninové casserole
1;Kapustičky s klikvou
0;Rostbíf s bramborovým salátem
1;Ostrá omeleta
0;Jehněčí kofty s bylinkovým kuskusem
1;Křupavé nové brambory
0;Plněná vepřová kotleta
1;Zelenina po čínsku
0;Králičí roláda na mléce
1;Chřest s omáčkou z tuňáka
1;Lodičky s modrým sýrem a ořechy
0;Hovězí steak s fenyklem a galangalem
0;Korejská hovězí polévka s černou ředkví a domácí kimči
1;Avokádo s kukuřicí
1;Zapečená rajčata s bramborami a bazalkou
1;Cukety a lilky (s náplní)
0;Skandinávské mleté maso s bramborami
1;Pohanka se žampiony a polníčkem
1;Smažený čerstvý sýr s ochuceným medem
1;Brambory s fetou a oreganem
1;Zapečený chřest s parmskou šunkou
0;Vepřová plec na paprice
1;Krémový hrášek s pancettou
0;Crostini s hovězí šunkou
0;Hovězí kari rendang
1;Krémový fenykl
1;Jalovcové zelí
0;Masové kuličky v bešamelu
0;Dušená líčka se salsou verde
0;Kančí roláda s bylinkami a pancettou
1;Lilek a cukety a papriky z pánve
0;Španělský ptáček podle Hany Kolářové
1;Zapečená rajčata plněná sýrem
1;Cannelloni s ricottou a cuketou
1;Lilková parmigiana
0;Maďarský guláš
1;Žampiony exoticky naložené
1;Kuskusové placičky s fetou
0;Masové koule zapečené s pestem a mozzarellou
0;Korejský sendvič s hovězím masem a cibulkovým salátem
1;Karolininy bramborové šišky se strouhankou
0;Vepřová krkovice na kmíně
0;Vepřové medailonky s houbami a jablky
0;Pomalu pečená srnčí kýta
1;Základní sýrové gnocchi
1;Špaldoto s medvědím česnekem
0;Kořeněné hovězí v thajském stylu
0;Vepřové klobásky se špenátem a česnekovo-kaparovými bramborami
1;Castellane s karamelizovanými rajčátky a brusinkami
0;Uzené s ananasovou salsou
1; Fenyklovo-rajčatové ragú
0;Francouzské škvarky rillettes
0;Mleté bochánky s parmazánovou krustou
1;Roštěnka se sázeným vejcem a hranolky
1;Sýrové koule
0;Pečený králík s kmínem
1;Gruzínský adžabsandal
0;Šunka s ricottou
1;Pórkový koláč s hořčicí a mrkví
0;Jednoduchý králík na másle s cibulí
1;Sýr s pršutem a řeřichou
0;Skvela svickova omacka
1;Penne ricce se šalvějovým pestem
1;Strašidla v bažině
1;Vegetariánské chilli
0;Pomalu pečené jehněčí kolínko se špenátem
1;Špaldový nákyp se špenátem a kozím sýrem
1;Krůtí maso zapečené s bramborami a zeleninou
1;Vaječná tlačenka
0;Hovězí maso na víně se žampióny 
0;Jehněčí pečené na česneku a oreganu
1;Vejce pečená s fazolemi a rajčatovou omáčkou
0;Jehněčí po španělsku
1;Salát s kozím sýrem a ořechy
0;Daňčí hřbet s perníkem a dýní
0;Telecí ledvinky s omáčkou z hrubozrnné hořčice
1;Nádivka na způsob krkonošského hubníku
0;Křepelky dušené na cibuli se šafránem a cizrnou
0;Vepřové kotlety s glazurou
0;Hovězí ragú se zeleninou a čočkou
1;Bramborové krokety
0;Hovězí plátky na houbách
1;Rýžový nákyp se sušenými švestkami v portském
1;Plněné žampiony portobello
1;Carpaccio z červené řepy a kozího sýra
1;Teplý salát z napařované zeleniny a marinovaného tofu
0;Hovězí vývar s játrovými knedlíčky a nudlemi
1;Smažený sýr v hrnku
0;Maso a brambory z jedné pánve
1;Brokolicovo-květáková rýže s kuskusem a opékaným sýrem
1;Cuketový koláč s tymiánem a kozím sýrem
1;Kapsičky se šunkou a houbami
1;Velikonoční nádivka s kopřivami (hlavička)
0;Pečená jehněčí kýta se špenátem a nádivkou
1;Mlecna ryze - najrecept
1;Grilované houby s kozím sýrem
0;Valašský kontrabáš
1;Gratin ze zeleniny
1;Glazované hrušky
0;Chorizo flambované vodkou
1;Brambory pečené v husím sádle
0;Vepřový guláš z plece a jater s těstovinami
0;Vepřová pečínka s liškami
1;Zelné flíčky s houbami
1;Italské rizoto z trouby
1;Kapustové karbanátky
0;Vepřové medailonky s liškovou omáčkou
0;Klasický hot dog
0;Jehněčí plec nadivoko s domácími papardelle
0;Vepřová roláda se švestkovou omáčkou
0;Hovězí omáčka s brambory
0;Kang khew wan neur (hovězí zelené kari)
1;Patatas bravas s uzenou paprikou
0;Vepřové won ton
1;Pilaf s rozmarýnem a modrými hrozny
1;Barevná miska s čočkou a halloumi
1;Tvarůžky v libečkovém pestu
1;Ovocný sorbet s mátou
1;Květák s garnáty
0;Žebírka na bourbonu
1;Popraskané brambůrky na víně
0;Vepřový steak se salátem z čekanky
1;Sýrové suflé s hořčičným práškem
0;Domácí hamburger
1;Grenadýrmarš s tempehem
1;Sýrová pochoutka se zeleninou
0;Rib-eye steak s bylinkovým máslem
1;Paprikový krém
1;Květáková tempura
1;Zapečená zahradnická směs
1;Švestkové knedlíky z bramborového těsta
1;Opékané cukety s lososem
1;Rýžové arancine s ragú
1;Středomořské špagety
1;Fettuccine s masem a ztraceným vejcem
1;Batátové crostini s modrým sýrem
0;Zapečené masové kuličky po italsku
1;Risotto alla contadina (venkovské rizoto)
1;Proteinový box
1;Pečená plněná dýně
0;Medailonky z panenky s polentou
0;Argentinský steak s omáčkou chimichurri
1;Rýžový pudink s rozinkami
1;Avokádový salát s cherry rajčaty
0;Telecí na víně
1;Plněné cibule
1;Bramborové kari
0;Japonské závitky negimaki
1;Cuketový koláč s tymiánem a kozím sýrem
1;Zapečená dýně s jáhlami a s kysanou zeleninou
1;Kari s pórkovo-hráškovými knedlíčky
1;Houbové rizoto s grilovanými krevetami
1;Ratatouille na toustech
1;Dutch baby s pečenými rajčátky
1;Pečené česnekové brambory
0;Pikantní vepřové nudličky
1;Chow-chow
0;Snídaňová šalvějová grilovací klobása Tomáše Babince
1;Bruschetta se sardinakami
1;Nasládlé pečené cibulky
0;Králičí terina
1;Zapečený krémový pórek
0;Burger s grilovaným lilkem
0;Zprudka opečené vepřové panenky s cibulkami
1;Zeleninový závin
1;Zapečený špenát
1;Plněné cukety
1;Houbovo-bramborový salát
1;Vaječná omeleta se salátkem
0;Domácí drůbeží paštika
1;Smetanové brambory s pažitkou a tahini
0;Bylinkové kuře s novými bramborami
1;Květákové kung pao
1;Zapečené cuketky
1;Žemle s vejci
0;Pikantní vepřové
0;Aromatické dušené hovězí
0;Bun bo Nam Bo
1;Růžičková kapusta zapečená se sýrem
1;Salsa z mrkve a pomerančů
0;Hovězí na černých fazolích
1;Smažené houby s česnekovou majonézou
1;Květák s mrkví v kari nálevu
1;Zapečený pastinák a sladké brambory
1;Cizrna s datlemi
0;Vepřová kotleta s kukuřicí a zlatou BBQ omáčkou
1;Pilaf se zlatou cibulkou
1;Babiččiny květákové placičky
0;Saltimbocca
1;Mrkvové placičky s ostrým jogurtovým dipem
0;Roštěnka s balzamikovým octem
1;Pasta rustica
1;Kükü (perská omeleta)
1;Bramborové lívanečky
1;Kaviár z lilku
1;Květák smažený po italsku s křupavou kůrčičkou
1;Mrkvové rizoto
0;Tmavá šunka s ovocnou salsou
1;Oříškové kapustičky
0;Vepřová žebírka glazovaná pivem
0;Trhaný bažant ve vývaru se pikantními knedlíčky
1;Opékaný lilek a cukety s rajčaty a mozzarellou
0;Dušená zvěřina se zeleninou
0;Závitky z vepřové panenky po sicilsku
1;Omeleta se žampiony a plísňovým sýrem
0;Dušená roštěnka se zapraženou krupicí
0;Telecí karbanátky po mexicku
1;Vegeburger ze sojového granulátu
1;Omeletky s výhonky
0;Hamburger
1;Rajčatový tarte Tatin
1;Květák jako francouzské brambory
0;Krůtí roláda s vinnou klobásou
0;Empanada
0;Jehněčí kýta s letní zeleninovou směsí
0;Telecí roláda s nádivkou a novými bramborami
0;Marocké hovězí
1;Nakládané ředkvičky narychlo
1;Lečo na způsob shakshuky
1;Salát gado gado s arašídovým dipem
1;Čínská kuřecí pánvička
0;Hovězí maso v koprové omáčce podle Ondřeje Slaniny
0;Sendvič se steakem a máslovou cibulkou
1;Kambodžské červené kari podle Sofie Smith
1;Kořeněné špízy s halloumi a melounem
0;Hovězí ptáčky na židovský způsob
0;Kotletky se šalotkami a hruškami
0;Kančí segedín
1;Anglická snídaně z jedné pánve
0;Vepřové balíčky se šalvějí a slaninou
0;Králík na smetaně
1;Tetina sýrová pomazánka
1;Houby ve sladkokyselém nálevu
1;Pastinákové pyré
1;Krémový mangold
1;Drbáky
1;Řepné burgery s ovesnými vločkami
1;Tabbouleh s mátovým labne
1;Květáková vellutata
0;Mámina sekaná
0;Třicetiminutové dušené kuře
1;Cuketové placičky s kari
0;Pečený vepřový bůček na pivu a česneku s jarními cibulkami
1;Smažená květáková rýže s volským okem
1;Nakládaný hermelín Peloton
1;Pečená polenta se zeleninou
1;Gratinovaná zelená zelenina
1;Vaječná omeleta s čedarem a bylinkami
0;Steak se zálivkou z kozího sýra a oliv
1;Koprovka s bramborem a vajíčkem
1;Řepa z papíru
0;Telecí saltimbocca
0;Hovězí oháňka s pomerančem
0;Hovězí biftek
0;Vepřová pečeně
1;Fermentované ovesné vločky
1;Dýňové špalíčky s javorovou hořčicí
1;Indické jednohubky se špenátem a halloumi
0;Medailonky z panenky se svítkovými nudlemi a salátkem
0;Řízky plněné křenem
1;Grilované cibulky s holandskou omáčkou
1;Květákové placičky se sýrem a tatarkou
0;Kotlety s jablky
0;Steak s bylinkovým máslem
0;Nadívané jehněčí kotletky
1;Sýrová roláda
1;Placky pappadums s rajčatovou salsou
1;Placky se zeleninovým kari
1;Relish z jarní cibulky
0;Kynuté buchty
0;Konfitování: Vepřové s mrkví
1;Houbovy kuskus s rukolou
0;Pikantní kotlety s pečenou mrkví a rýžovým salátem
0;Hovězí kofty
1;Pečené fazolovo-rýžové karbanátky
1;Kaštanový krém s hříbky
0;Vepřové kotlety s hruškami
1;Sicilská dýně
1;Plněné pečené brambory s houbami & fetou
0;Sendvič s hovězím masem
1; Vejce Benedikt s uzeným pstruhem a holandskou omáčkou s yuzu
1;Zeleninový džuveč
1;Zelené fazolky na smetaně s koprem
0;Hovězí roštěná na cibuli
1;Cuketky se sýrem
1;Pikantní nakládaný sýr
0;Rajská omáčka s telecím masem
1;Suflé s hráškem
1;Miska Zelené bohyně
1;Čedarové vdolečky
1;Kokosový pudink z černé rýže
1;Vajíčka zapečená v chlebových hnízdech
1;Opékaný čerstvý sýr s citronem
1;Risotto primavera
0;Sekaná s bramborem a mladým zelím
0;Šťavnatá peperonata
0;Zapečené plátky krkovice se smetanovými brambory
1;Čínské nudle s tofu a oříšky
0;Vepřové burgery s nivou
1;Pečený ovocný krém
0;Klobásky v hořčičné omáčce s jablky
0;Italská porchetta
1;Lučinové těstoviny se šalotkou a rajčaty
0;Asijský salát s hovězím masem
1;Dýňové rizoto s kurkumou
1;Zelíčka na česneku a vinném octu
1;Bramborový závin
1;Domácí těstoviny se šalvějí podle Markéty Pavleje
1;Arašídová směs s uzenou paprikou
1;Sýrovo-paprikové tyčinky
0;Nedělní dobrota
1;Knedlíky z brambor a rohlíků
0;Pivní sekaná
0;Jehněčí kýta v bylinkové krustě
0;Hovězí hrudí na paprice a pivě
1;Jihoamerický fazolový burger
1;Americké brambory
0;Šlehačkové kotlety
0;Klasické masové kuličky v rajčatové omáčce
0;Telecí hrudí plněné žemlovou nádivkou
1;Ztracená vejce s chorizem a bramborami
0;Tacos plněné dušeným vepřovým
1;Žampiony s česnekem
1;Falafel z 5 ingrediencí
0;Zapečené těstoviny s masovými koulemi
1;Horský sýrový pekáček
1;Ratatouille
1;Vejce v toustovém chlebu
0;Dušené telecí maso na šalvěji
1;Naložená zelenina
1;Kuba
1;Sázená vejce s chorizem a chilli
1;Palačinky plněné špenátem
0;Vepřová žebírka s cizrnou
1;Zapečené brambory s lilkem
1;Tymiánové bramborové pyré
0;Telecí roláda se špenátem a piniovými oříšky
1;Zelenina na grilu
0;Mandlové řízečky z vepřové panenky
0;Králík na smetaně po německu
1;Cuketový koláč s kozím sýrem
0;Mexický hrnec
1;Arabský sýr labne
0;Bůček pěti vůní s křupavou kůží
0;Špagety s masovými kuličkami
0;Guláš s bramborovou krustou
1;Grilovaný květák se zeleným salátem a tahini zálivkou
0;Vepřová kotleta se smetanovým pórkem a špenátovými špeclemi
0;Rýže z trouby s mletým masem
1;Guacamolové špízy
1;Bramborová kaše s batáty
1;Galetka s růžičkovou kapustou a slaninou
1;Houbové koule s fazolemi a smetanovou omáčkou
0;Masové koule se schovanými kapustičkami
1;Focaccia s fíky a kozím sýrem
1;Velikonoční syrek
0;Vepřové v mrkvi
1;Bramborové noky
0;Pikantní utopenci
0;Smažené býčí žlázy
0;Vepřové kotlety s citrony a bylinkami
0;Tagliatelle s vepřovým ragú
1;Kukuřičné jednohubky s olivami a ančovičkou
1;Zapečený bulgur se špenátem
0;Vepřová roláda s růžovým a zeleným pepřem
0;Klobásky ve slanině s šalotkovou bramborovou kaší
0;Masová soljanka
1;Salát z bílé ředkve s wakame
0;Vídeňský řízek
1;Pečená hlíva ústřičná s kaší z brambor a celeru
0;Pappardelle s hovězím a tyrolským špekem
1;Cizrnové placičky s pórkem
1;Nové brambory s citronovo-pažitkovým máslem
0;Vepřová panenka ve slanině s liškami 
1;Peprný kozí sýr se sušenými rajčaty
0;Kořeněný tažín
1;Slaný cibulový koláč
1;Glazovaná řepa
0;Karbanátky s bramborami a okurkovým salátem
1;Šťouchané brambory s klobáskami a okurkami
1;Frittata s cuketou a bramborami
0;Vepřová žebírka TexMex
1;Domácí lučina
0;Zapečené špekáčky
1;Vejce Benedikt
0;Hovězí polévka
1;Opékaný bílý sýr s pikantním kuskusem
0;Vepřové na červeném zelí
0;Telecí kotlety s lilkovou krustou
0;Domácí paštika ve slaninové krustě
0;Zapečené klobásky
1;Topinky se sýrem
0;Netradiční plněné papriky
1;Jahelné bramboráky se lněným semínkem
1;Snídaně v anglickém stylu
0;Empanadas s masom
0;Steak z vysokého roštěnce v červené curry pastě podle Ondřeje Slaniny
1;Křupavé lupínky z červené řepy
0;Guláš v dalamánku
0;Sekaná s paprikami a olivami
1;Sýrové bochánky
1;Mozzarella s ančovičkami a červenou řepou
1;Lečo na způsob shakshuky
1;Hemenex
1;Kapustičky opékané na pánvi
1;Sýrové míčky
0;Králík na medu s červenou řepou a olivami
0;Asijské masové kuličky
0;Pappardelle s telecím ragú
0;Kuře amatriciana
1;Rýžový pudink s jablky
1;Konfitovaná třešňová rajčátka
0;Vepřová pečeně v bylinkové marinádě
0;Koriandrový steak se zeleninovým salátem
1;Rizoto s houbami a špenátem
1;Svítek s parmazánem
1;Rajská jablka plněná
0;Telecí s kaparovým máslem
0;Pikantní paella s mušlemi a vepřovým masem
0;Vepřové a kuřecí špízy s dipem z jogurtu a fety
1;Tvarůžky v pivním těstíčku
1;Labne
0;Hovězí s nudlemi a zelím
0;Vepřové plátky
1;Bramborové chipsy
1;Vegetariánský burger s pickles
1;Ovocné lasí
0;Lodičky s krevetovo-vepřovou pikantní směsí
1;Orientální vaječné závitky
0;Latinské grilování
